category,query_id,target_id,target_rank,target_score,top1_id,top1_score,top1_top2_margin
toptee,B008CFZW76,B008CG1JJ0,3,0.29394203424453735,B008CG1WK6,0.35118693113327026,0.03606933355331421
toptee,B0088WRQVS,B001AS562I,594,0.09606572985649109,B0095RDYAW,0.2675103545188904,0.008043080568313599
toptee,B00BM27KWQ,B007TGJOMS,1,0.32164159417152405,B007TGJOMS,0.32164159417152405,0.02332499623298645
toptee,B00H03TS7Q,B0085YC1G4,1380,0.06678880006074905,B008WYDP1C,0.26763272285461426,0.011092662811279297
toptee,B00B02GQ1E,B00BB1UAMU,257,0.12427444010972977,B005PXI0A4,0.33415141701698303,0.026368945837020874
toptee,B007GO8A00,B00CXN5WUA,41,0.23758795857429504,B008Y7BHM6,0.3186461925506592,0.004635274410247803
toptee,B0081XJQZI,B00CTA13AK,11,0.2701590061187744,B00BB8WEE0,0.30902594327926636,0.017663955688476562
toptee,B00DEJR2EQ,B00CD23F8W,1,0.3514360785484314,B00CD23F8W,0.3514360785484314,0.024276822805404663
toptee,B00ADM33S6,B004045DEA,32,0.2804124653339386,B005WS1TUA,0.36818790435791016,0.006188035011291504
toptee,B00EE0DYZ0,B001UEUTF6,83,0.19809579849243164,B008TV79LK,0.3314386010169983,0.006843745708465576
toptee,B00D5703AW,B00ENUC9X4,5,0.28250277042388916,B00BD5UXFS,0.3096836805343628,0.0050980448722839355
toptee,B007OTSRDM,B00CDVICKY,4086,0.009134506806731224,B00DG9ISYM,0.31138092279434204,0.018413245677947998
toptee,B00BE75USU,B00D55169Q,101,0.1526455283164978,B00B2YNWDU,0.32861819863319397,0.009829312562942505
toptee,B008ZAD9A0,B00APEF5Q0,15,0.26871877908706665,B005LJX4L2,0.34415721893310547,0.016619980335235596
toptee,B007G11JF6,B00F6EB91O,34,0.2653062343597412,B000ES2D9E,0.38146835565567017,0.027193039655685425
toptee,B006MHUH0I,B00C2G46RS,41,0.2636118531227112,B00DYTDAYW,0.33781370520591736,0.005855590105056763
toptee,B006TCJTUK,B008SCHF7I,7,0.3155669569969177,B0086URG8K,0.3458821177482605,0.009726464748382568
toptee,B009I8DIC2,B0068POKEI,4,0.3471997380256653,B0018MRUVG,0.3663540482521057,0.00043770670890808105
toptee,B004D8QCN4,B004KUUK3S,1,0.38823792338371277,B004KUUK3S,0.38823792338371277,0.010807126760482788
toptee,B00CN3WUP0,B00BM0OYPO,41,0.18337729573249817,B00ESMW1DA,0.29353055357933044,0.022432655096054077
toptee,B006C4Y45A,B00AJQVNJM,36,0.19829781353473663,B00B76EAV6,0.3162502646446228,0.026461422443389893
toptee,B007S3TENQ,B0081U1TNI,13,0.2556326389312744,B003XRJGQG,0.3334430456161499,0.0038602352142333984
toptee,B00DLYL2ZO,B00DDXH9E6,3880,0.020214729011058807,B0073ESLGQ,0.30382341146469116,0.007470905780792236
toptee,B008A4OUC2,B004I6OAQW,151,0.1447153389453888,B0080HXSGI,0.32227790355682373,0.012336790561676025
toptee,B005V9YOS4,B005EVZKJG,30,0.31196239590644836,B00EYYEYAA,0.38022375106811523,0.007286280393600464
toptee,B00AIZCMKI,B00BB1UC5K,2,0.2691202461719513,B008FET3LU,0.27450522780418396,0.005384981632232666
toptee,B004L83ZEU,B001NZVD4I,2783,0.03679407387971878,B002XQ37FE,0.27878570556640625,0.02590760588645935
toptee,B00DLAFC0O,B007XD6ZME,1696,0.06304621696472168,B00BNQWFKI,0.2883237600326538,0.002553224563598633
toptee,B008WZC38C,B001F4A45G,924,0.08346959203481674,B008SB0NBO,0.36023032665252686,0.030588090419769287
toptee,B00CTA3OT8,B00CTA4DSO,152,0.1832233965396881,B00FZ9NF08,0.31691741943359375,0.029060542583465576
toptee,B004KF5DSU,B0051CMKH8,123,0.20877599716186523,B009IGUZIY,0.3395810127258301,0.001837015151977539
toptee,B006E3ZMA0,B00A13DD8M,899,0.09323965013027191,B0091IXLT4,0.2812000513076782,0.010232597589492798
toptee,B00BB9UBNU,B005LCCOI8,6,0.3841992914676666,B00EYYEYAA,0.4100356101989746,0.01418238878250122
toptee,B002Q2O178,B008H3W3GQ,9,0.19803744554519653,B00CLE86I6,0.23394916951656342,0.00982058048248291
toptee,B00BP9DXPO,B001PKTQSQ,497,0.12145889550447464,B0058IED7U,0.26366472244262695,0.0014754831790924072
toptee,B00DV6C8LE,B00C7CT7TO,199,0.14789286255836487,B007B94NE2,0.290203720331192,0.0030891597270965576
toptee,B000PZQ0MW,B003WLL8TQ,111,0.23157116770744324,B004MU4IG6,0.3576647937297821,0.00543251633644104
toptee,B000YYBM54,B006PE13Y2,2,0.3732941150665283,B00ATUGPDM,0.390845388174057,0.017551273107528687
toptee,B000F4U6QE,B00F6518JG,44,0.1962725669145584,B00D5XS4AC,0.2850140333175659,0.0053650736808776855
toptee,B001HBKGB4,B0075PQCFK,134,0.18294793367385864,B00BMBNQLG,0.34451884031295776,0.011638373136520386
toptee,B0077497O2,B008MJAZF6,51,0.20757102966308594,B005EE3GN0,0.31075629591941833,0.027809172868728638
toptee,B00DZP4XO6,B008A6VSNY,697,0.10259468853473663,B007LLWQMQ,0.35502296686172485,0.021226555109024048
toptee,B00BADDV6Q,B00EOJLM7S,25,0.2370785027742386,B0099SSUYW,0.3134576976299286,0.024334758520126343
toptee,B005Z94IMM,B001SHNCL8,96,0.16284984350204468,B00BJLR1YC,0.27488696575164795,0.003070443868637085
toptee,B00BF6VD2M,B00COYDU9I,17,0.2911874055862427,B004XFWZ4M,0.33719444274902344,0.0016172528266906738
toptee,B007O3TPJI,B009ZMX47A,94,0.219282329082489,B00BXEHQWW,0.3381640911102295,0.000710606575012207
toptee,B0090YFTEE,B0081OYIIM,787,0.09232327342033386,B009YJE0YA,0.3289891481399536,0.0024431347846984863
toptee,B007E67LT6,B008JC4MEG,282,0.1467759758234024,B004SWH4I2,0.35765525698661804,0.006935209035873413
toptee,B00AK1OD66,B00FHRZI58,4,0.319557249546051,B007FO5H1Q,0.33737748861312866,0.00018578767776489258
toptee,B007WAE516,B007WAU7WM,19,0.22198417782783508,B008OUM4X4,0.2961922883987427,0.0011804699897766113
toptee,B008TBS8UG,B0084YK36U,761,0.08729039132595062,B005QDCSHE,0.280947744846344,0.0
toptee,B00BDGQK90,B005U5K6XQ,2069,0.04753530025482178,B00AZXM5QY,0.36973509192466736,0.03249332308769226
toptee,B009NOC3TA,B009E8RMSC,4,0.31374311447143555,B006FTCBJ8,0.3374999761581421,0.02036726474761963
toptee,B00BDGQK90,B008MP0KYQ,42,0.24153739213943481,B002GV29EG,0.33843398094177246,0.017410993576049805
toptee,B00BU9F40G,B00BWUL5LA,510,0.10014031827449799,B00BGF647Q,0.3095007538795471,0.013433456420898438
toptee,B005JR1KA8,B009W1HUM4,1,0.29459160566329956,B009W1HUM4,0.29459160566329956,0.014448165893554688
toptee,B00CQNY0EG,B007KBMC58,150,0.16619142889976501,B007XD4OCM,0.3297545909881592,0.03206050395965576
toptee,B00FJF5ZEC,B00A8FD9G4,258,0.12340838462114334,B008JBOZ62,0.24719789624214172,0.015023529529571533
toptee,B00BXIPAQ2,B000FTH9QO,11,0.2481071650981903,B00FLNLKU0,0.27809399366378784,0.004922628402709961
toptee,B009K2N8GW,B0079K3RI6,18,0.22435450553894043,B0078UMBN4,0.28313595056533813,0.001844644546508789
toptee,B004BZE6S2,B004BZ9ECA,4,0.32018008828163147,B007IFYJ2K,0.3452577590942383,0.021637558937072754
toptee,B00A0I88VU,B00AMYTG5E,63,0.20780035853385925,B0085IN9GQ,0.30498433113098145,0.0058293938636779785
toptee,B009LHR3P8,B007RWJT4C,20,0.24427130818367004,B004IWRQRG,0.3367854356765747,0.01436123251914978
toptee,B003IM4JU4,B00AQ46LIU,164,0.16148149967193604,B00BUKJ2JY,0.3009176254272461,0.025685250759124756
toptee,B003QORJKQ,B004S2QS9I,3,0.37212997674942017,B004VMHX8A,0.37790393829345703,0.004423469305038452
toptee,B008MAU19U,B00BXMUFWC,193,0.1656462699174881,B004OTCF6U,0.30918774008750916,0.01213747262954712
toptee,B004NE6UZ8,B009VSPPZ2,43,0.2587133049964905,B00DV0VYK6,0.37698817253112793,0.005177140235900879
toptee,B00A3MV3CO,B00A3MVCUC,12,0.2818671762943268,B00C85K9I8,0.3098343312740326,0.0013522207736968994
toptee,B005JWECI0,B0061QIMZM,193,0.1639527529478073,B00EPM00F4,0.35421496629714966,0.03729516267776489
toptee,B007C3LIX6,B007RCOVUO,641,0.11197247356176376,B003QORIMA,0.3481915593147278,0.029061585664749146
toptee,B007R1QAJA,B00BGJ4OQA,545,0.10655584931373596,B00GKZUV6W,0.3139974772930145,0.011473655700683594
toptee,B00CHYIX56,B009S8OYTS,137,0.1996477246284485,B0067N9P32,0.3591330051422119,0.008714079856872559
toptee,B0035EPUBW,B006YN4J2C,438,0.11830414086580276,B004AHKZG8,0.38589751720428467,0.040715187788009644
toptee,B008JCFX3A,B006J4H356,1,0.3199324905872345,B006J4H356,0.3199324905872345,0.04016581177711487
toptee,B00ALWZLS8,B007RGHP1W,2447,0.03454050049185753,B007VQOTHG,0.2615557014942169,0.005374521017074585
toptee,B00C8FZDCK,B00GAMZZUM,273,0.13542716205120087,B00CD9DZDU,0.271659791469574,1.4632940292358398e-05
toptee,B0092TZZ1Y,B00BC02S6Q,401,0.12677279114723206,B00BL8ISHW,0.2859315872192383,0.0075778961181640625
toptee,B0076OB20A,B002HOQ5J2,26,0.2976779043674469,B008LUUKHO,0.3421369194984436,0.00018039345741271973
toptee,B003FK79ZQ,B003D8K7SQ,14,0.2810630202293396,B00AWVA2IW,0.33704060316085815,0.001901388168334961
toptee,B0092SC112,B00857OFFG,344,0.1259317845106125,B00CDZC2VA,0.2774388790130615,0.006609916687011719
toptee,B007TWL7L8,B000RO0X0Q,28,0.32069075107574463,B001T7CRDG,0.40924492478370667,0.0074179768562316895
toptee,B00BGV7G9A,B009YJEDT2,3,0.2748509645462036,B0076G0M0Y,0.3025684356689453,0.01750659942626953
toptee,B00CJGBH1Y,B009YKO0AI,1,0.32925307750701904,B009YKO0AI,0.32925307750701904,0.01575949788093567
toptee,B008P6YR6E,B00EQ2AYUO,16,0.22326941788196564,B005PXI0A4,0.2809889614582062,0.012334287166595459
toptee,B009LLBI3C,B002EB464E,41,0.2894405722618103,B0018MRUVG,0.37707191705703735,0.018894195556640625
toptee,B004F3NKGO,B00EUH9AB4,3,0.26895877718925476,B0092XEYJY,0.28821033239364624,0.006491482257843018
toptee,B009B60324,B007R8V5J8,37,0.264498233795166,B002UFSNTI,0.305508553981781,0.004335939884185791
